t,theta
0.73700000,-0.36364234
0.73800000,-0.36878858
0.73900000,-0.37393128
0.74000000,-0.37907040
0.74100000,-0.38420589
0.74200000,-0.38933770
0.74300000,-0.39446578
0.74400000,-0.39959010
0.74500000,-0.40471060
0.74600000,-0.40982724
0.74700000,-0.41493997
0.74800000,-0.42004874
0.74900000,-0.42515352
0.75000000,-0.43025424
0.75100000,-0.43535088
0.75200000,-0.44044338
0.75300000,-0.44553169
0.75400000,-0.45061578
0.75500000,-0.45569560
0.75600000,-0.46077110
0.75700000,-0.46584223
0.75800000,-0.47090896
0.75900000,-0.47597124
0.76000000,-0.48102903
0.76100000,-0.48608227
0.76200000,-0.49113094
0.76300000,-0.49617497
0.76400000,-0.50121434
0.76500000,-0.50624899
0.76600000,-0.51127889
0.76700000,-0.51630398
0.76800000,-0.52132424
0.76900000,-0.52633960
0.77000000,-0.53135004
0.77100000,-0.53635551
0.77200000,-0.54135596
0.77300000,-0.54635137
0.77400000,-0.55134167
0.77500000,-0.55632683
0.77600000,-0.56130682
0.77700000,-0.56628158
0.77800000,-0.57125108
0.77900000,-0.57621527
0.78000000,-0.58117412
0.78100000,-0.58612759
0.78200000,-0.59107563
0.78300000,-0.59601820
0.78400000,-0.60095526
0.78500000,-0.60588678
0.78600000,-0.61081271
0.78700000,-0.61573302
0.78800000,-0.62064766
0.78900000,-0.62555659
0.79000000,-0.63045978
0.79100000,-0.63535719
0.79200000,-0.64024877
0.79300000,-0.64513449
0.79400000,-0.65001432
0.79500000,-0.65488821
0.79600000,-0.65975612
0.79700000,-0.66461802
0.79800000,-0.66947387
0.79900000,-0.67432363
0.80000000,-0.67916727
0.80100000,-0.68400475
0.80200000,-0.68883602
0.80300000,-0.69366106
0.80400000,-0.69847983
0.80500000,-0.70329229
0.80600000,-0.70809841
0.80700000,-0.71289815
0.80800000,-0.71769146
0.80900000,-0.72247833
0.81000000,-0.72725871
0.81100000,-0.73203257
0.81200000,-0.73679988
0.81300000,-0.74156059
0.81400000,-0.74631467
0.81500000,-0.75106210
0.81600000,-0.75580283
0.81700000,-0.76053683
0.81800000,-0.76526407
0.81900000,-0.76998451
0.82000000,-0.77469813
0.82100000,-0.77940488
0.82200000,-0.78410474
0.82300000,-0.78879767
0.82400000,-0.79348364
0.82500000,-0.79816262
0.82600000,-0.80283457
0.82700000,-0.80749947
0.82800000,-0.81215727
0.82900000,-0.81680796
0.83000000,-0.82145150
0.83100000,-0.82608785
0.83200000,-0.83071699
0.83300000,-0.83533889
0.83400000,-0.83995352
0.83500000,-0.84456083
0.83600000,-0.84916082
0.83700000,-0.85375344
0.83800000,-0.85833866
0.83900000,-0.86291646
0.84000000,-0.86748681
0.84100000,-0.87204968
0.84200000,-0.87660503
0.84300000,-0.88115285
0.84400000,-0.88569310
0.84500000,-0.89022575
0.84600000,-0.89475077
0.84700000,-0.89926815
0.84800000,-0.90377784
0.84900000,-0.90827983
0.85000000,-0.91277408
0.85100000,-0.91726057
0.85200000,-0.92173927
0.85300000,-0.92621016
0.85400000,-0.93067321
0.85500000,-0.93512838
0.85600000,-0.93957567
0.85700000,-0.94401503
0.85800000,-0.94844645
0.85900000,-0.95286990
0.86000000,-0.95728535
0.86100000,-0.96169278
0.86200000,-0.96609217
0.86300000,-0.97048348
0.86400000,-0.97486670
0.86500000,-0.97924180
0.86600000,-0.98360876
0.86700000,-0.98796755
0.86800000,-0.99231815
0.86900000,-0.99666054
0.87000000,-1.00099469
0.87100000,-1.00532058
0.87200000,-1.00963819
0.87300000,-1.01394749
0.87400000,-1.01824846
0.87500000,-1.02254108
0.87600000,-1.02682534
0.87700000,-1.03110119
0.87800000,-1.03536863
0.87900000,-1.03962764
0.88000000,-1.04387818
0.88100000,-1.04812025
0.88200000,-1.05235382
0.88300000,-1.05657886
0.88400000,-1.06079537
0.88500000,-1.06500331
0.88600000,-1.06920267
0.88700000,-1.07339343
0.88800000,-1.07757557
0.88900000,-1.08174907
0.89000000,-1.08591390
0.89100000,-1.09007006
0.89200000,-1.09421752
0.89300000,-1.09835627
0.89400000,-1.10248627
0.89500000,-1.10660753
0.89600000,-1.11072001
0.89700000,-1.11482370
0.89800000,-1.11891859
0.89900000,-1.12300464
0.90000000,-1.12708186
0.90100000,-1.13115022
0.90200000,-1.13520970
0.90300000,-1.13926028
0.90400000,-1.14330196
0.90500000,-1.14733470
0.90600000,-1.15135851
0.90700000,-1.15537335
0.90800000,-1.15937922
0.90900000,-1.16337610
0.91000000,-1.16736397
0.91100000,-1.17134282
0.91200000,-1.17531263
0.91300000,-1.17927338
0.91400000,-1.18322507
0.91500000,-1.18716768
0.91600000,-1.19110119
0.91700000,-1.19502559
0.91800000,-1.19894087
0.91900000,-1.20284700
0.92000000,-1.20674398
0.92100000,-1.21063179
0.92200000,-1.21451043
0.92300000,-1.21837987
0.92400000,-1.22224010
0.92500000,-1.22609111
0.92600000,-1.22993289
0.92700000,-1.23376542
0.92800000,-1.23758870
0.92900000,-1.24140271
0.93000000,-1.24520743
0.93100000,-1.24900286
0.93200000,-1.25278898
0.93300000,-1.25656578
0.93400000,-1.26033326
0.93500000,-1.26409139
0.93600000,-1.26784017
0.93700000,-1.27157959
0.93800000,-1.27530963
0.93900000,-1.27903029
0.94000000,-1.28274155
0.94100000,-1.28644341
0.94200000,-1.29013585
0.94300000,-1.29381886
0.94400000,-1.29749244
0.94500000,-1.30115658
0.94600000,-1.30481125
0.94700000,-1.30845647
0.94800000,-1.31209221
0.94900000,-1.31571846
0.95000000,-1.31933522
0.95100000,-1.32294248
0.95200000,-1.32654023
0.95300000,-1.33012846
0.95400000,-1.33370717
0.95500000,-1.33727634
0.95600000,-1.34083596
0.95700000,-1.34438604
0.95800000,-1.34792655
0.95900000,-1.35145750
0.96000000,-1.35497887
0.96100000,-1.35849066
0.96200000,-1.36199286
0.96300000,-1.36548546
0.96400000,-1.36896846
0.96500000,-1.37244185
0.96600000,-1.37590562
0.96700000,-1.37935976
0.96800000,-1.38280428
0.96900000,-1.38623915
0.97000000,-1.38966439
0.97100000,-1.39307997
0.97200000,-1.39648590
0.97300000,-1.39988217
0.97400000,-1.40326877
0.97500000,-1.40664570
0.97600000,-1.41001295
0.97700000,-1.41337052
0.97800000,-1.41671839
0.97900000,-1.42005658
0.98000000,-1.42338506
0.98100000,-1.42670385
0.98200000,-1.43001292
0.98300000,-1.43331228
0.98400000,-1.43660192
0.98500000,-1.43988185
0.98600000,-1.44315204
0.98700000,-1.44641251
0.98800000,-1.44966324
0.98900000,-1.45290423
0.99000000,-1.45613548
0.99100000,-1.45935699
0.99200000,-1.46256874
0.99300000,-1.46577075
0.99400000,-1.46896299
0.99500000,-1.47214548
0.99600000,-1.47531821
0.99700000,-1.47848117
0.99800000,-1.48163436
0.99900000,-1.48477778
1.00000000,-1.48791143
1.00100000,-1.49103530
1.00200000,-1.49414940
1.00300000,-1.49725371
1.00400000,-1.50034824
1.00500000,-1.50343298
1.00600000,-1.50650794
1.00700000,-1.50957310
1.00800000,-1.51262847
1.00900000,-1.51567405
1.01000000,-1.51870984
1.01100000,-1.52173583
1.01200000,-1.52475202
1.01300000,-1.52775841
1.01400000,-1.53075500
1.01500000,-1.53374179
1.01600000,-1.53671877
1.01700000,-1.53968595
1.01800000,-1.54264332
1.01900000,-1.54559089
1.02000000,-1.54852865
1.02100000,-1.55145661
1.02200000,-1.55437476
1.02300000,-1.55728309
1.02400000,-1.56018162
1.02500000,-1.56307034
1.02600000,-1.56594925
1.02700000,-1.56881835
1.02800000,-1.57167764
1.02900000,-1.57452712
1.03000000,-1.57736679
1.03100000,-1.58019665
1.03200000,-1.58301670
1.03300000,-1.58582694
1.03400000,-1.58862737
1.03500000,-1.59141799
1.03600000,-1.59419881
1.03700000,-1.59696982
1.03800000,-1.59973102
1.03900000,-1.60248241
1.04000000,-1.60522400
1.04100000,-1.60795579
1.04200000,-1.61067777
1.04300000,-1.61338995
1.04400000,-1.61609233
1.04500000,-1.61878491
1.04600000,-1.62146770
1.04700000,-1.62414068
1.04800000,-1.62680387
1.04900000,-1.62945726
1.05000000,-1.63210086
1.05100000,-1.63473467
1.05200000,-1.63735869
1.05300000,-1.63997292
1.05400000,-1.64257736
1.05500000,-1.64517202
1.05600000,-1.64775690
1.05700000,-1.65033199
1.05800000,-1.65289731
1.05900000,-1.65545285
1.06000000,-1.65799861
1.06100000,-1.66053460
1.06200000,-1.66306083
1.06300000,-1.66557728
1.06400000,-1.66808397
1.06500000,-1.67058089
1.06600000,-1.67306805
1.06700000,-1.67554545
1.06800000,-1.67801310
1.06900000,-1.68047099
1.07000000,-1.68291914
1.07100000,-1.68535753
1.07200000,-1.68778618
1.07300000,-1.69020509
1.07400000,-1.69261425
1.07500000,-1.69501368
1.07600000,-1.69740337
1.07700000,-1.69978333
1.07800000,-1.70215357
1.07900000,-1.70451408
1.08000000,-1.70686486
1.08100000,-1.70920593
1.08200000,-1.71153728
1.08300000,-1.71385892
1.08400000,-1.71617084
1.08500000,-1.71847306
1.08600000,-1.72076558
1.08700000,-1.72304840
1.08800000,-1.72532152
1.08900000,-1.72758495
1.09000000,-1.72983869
1.09100000,-1.73208274
1.09200000,-1.73431711
1.09300000,-1.73654180
1.09400000,-1.73875682
1.09500000,-1.74096216
1.09600000,-1.74315783
1.09700000,-1.74534384
1.09800000,-1.74752019
1.09900000,-1.74968688
1.10000000,-1.75184392
1.10100000,-1.75399131
1.10200000,-1.75612905
1.10300000,-1.75825716
1.10400000,-1.76037562
1.10500000,-1.76248445
1.10600000,-1.76458365
1.10700000,-1.76667322
1.10800000,-1.76875317
1.10900000,-1.77082350
1.11000000,-1.77288421
1.11100000,-1.77493532
1.11200000,-1.77697682
1.11300000,-1.77900872
1.11400000,-1.78103102
1.11500000,-1.78304372
1.11600000,-1.78504684
1.11700000,-1.78704037
1.11800000,-1.78902432
1.11900000,-1.79099869
1.12000000,-1.79296349
1.12100000,-1.79491872
1.12200000,-1.79686438
1.12300000,-1.79880049
1.12400000,-1.80072703
1.12500000,-1.80264403
1.12600000,-1.80455148
