t,theta
0.17700000,2.97801602
0.17800000,2.97775917
0.17900000,2.97750073
0.18000000,2.97724069
0.18100000,2.97697904
0.18200000,2.97671579
0.18300000,2.97645092
0.18400000,2.97618444
0.18500000,2.97591635
0.18600000,2.97564664
0.18700000,2.97537530
0.18800000,2.97510235
0.18900000,2.97482777
0.19000000,2.97455156
0.19100000,2.97427372
0.19200000,2.97399424
0.19300000,2.97371313
0.19400000,2.97343038
0.19500000,2.97314599
0.19600000,2.97285995
0.19700000,2.97257227
0.19800000,2.97228293
0.19900000,2.97199195
0.20000000,2.97169930
0.20100000,2.97140500
0.20200000,2.97110904
0.20300000,2.97081141
0.20400000,2.97051212
0.20500000,2.97021115
0.20600000,2.96990851
0.20700000,2.96960420
0.20800000,2.96929821
0.20900000,2.96899053
0.21000000,2.96868117
0.21100000,2.96837013
0.21200000,2.96805739
0.21300000,2.96774296
0.21400000,2.96742683
0.21500000,2.96710900
0.21600000,2.96678947
0.21700000,2.96646823
0.21800000,2.96614528
0.21900000,2.96582062
0.22000000,2.96549425
0.22100000,2.96516615
0.22200000,2.96483634
0.22300000,2.96450480
0.22400000,2.96417153
0.22500000,2.96383653
0.22600000,2.96349979
0.22700000,2.96316132
0.22800000,2.96282111
0.22900000,2.96247915
0.23000000,2.96213544
0.23100000,2.96178999
0.23200000,2.96144278
0.23300000,2.96109381
0.23400000,2.96074308
0.23500000,2.96039058
0.23600000,2.96003632
0.23700000,2.95968029
0.23800000,2.95932248
0.23900000,2.95896289
0.24000000,2.95860153
0.24100000,2.95823837
0.24200000,2.95787343
0.24300000,2.95750670
0.24400000,2.95713817
0.24500000,2.95676784
0.24600000,2.95639571
0.24700000,2.95602177
0.24800000,2.95564602
0.24900000,2.95526846
0.25000000,2.95488908
0.25100000,2.95450788
0.25200000,2.95412485
0.25300000,2.95374000
0.25400000,2.95335331
0.25500000,2.95296479
0.25600000,2.95257443
0.25700000,2.95218223
0.25800000,2.95178818
0.25900000,2.95139228
0.26000000,2.95099452
0.26100000,2.95059491
0.26200000,2.95019343
0.26300000,2.94979009
0.26400000,2.94938487
0.26500000,2.94897779
0.26600000,2.94856882
0.26700000,2.94815798
0.26800000,2.94774524
0.26900000,2.94733062
0.27000000,2.94691410
0.27100000,2.94649569
0.27200000,2.94607538
0.27300000,2.94565315
0.27400000,2.94522902
0.27500000,2.94480298
0.27600000,2.94437501
0.27700000,2.94394513
0.27800000,2.94351332
0.27900000,2.94307957
0.28000000,2.94264390
0.28100000,2.94220628
0.28200000,2.94176672
0.28300000,2.94132522
0.28400000,2.94088176
0.28500000,2.94043634
0.28600000,2.93998897
0.28700000,2.93953963
0.28800000,2.93908833
0.28900000,2.93863505
0.29000000,2.93817979
0.29100000,2.93772255
0.29200000,2.93726333
0.29300000,2.93680211
0.29400000,2.93633890
0.29500000,2.93587369
0.29600000,2.93540648
0.29700000,2.93493725
0.29800000,2.93446602
0.29900000,2.93399277
0.30000000,2.93351749
0.30100000,2.93304019
0.30200000,2.93256086
0.30300000,2.93207949
0.30400000,2.93159608
0.30500000,2.93111063
0.30600000,2.93062313
0.30700000,2.93013357
0.30800000,2.92964195
0.30900000,2.92914828
0.31000000,2.92865253
0.31100000,2.92815471
0.31200000,2.92765481
0.31300000,2.92715282
0.31400000,2.92664876
0.31500000,2.92614259
0.31600000,2.92563433
0.31700000,2.92512397
0.31800000,2.92461150
0.31900000,2.92409692
0.32000000,2.92358023
0.32100000,2.92306141
0.32200000,2.92254046
0.32300000,2.92201738
0.32400000,2.92149217
0.32500000,2.92096481
0.32600000,2.92043531
0.32700000,2.91990366
0.32800000,2.91936984
0.32900000,2.91883387
0.33000000,2.91829573
0.33100000,2.91775542
0.33200000,2.91721293
0.33300000,2.91666825
0.33400000,2.91612139
0.33500000,2.91557233
0.33600000,2.91502108
0.33700000,2.91446762
0.33800000,2.91391196
0.33900000,2.91335408
0.34000000,2.91279398
0.34100000,2.91223165
0.34200000,2.91166710
0.34300000,2.91110031
0.34400000,2.91053127
0.34500000,2.90996000
0.34600000,2.90938646
0.34700000,2.90881068
0.34800000,2.90823262
0.34900000,2.90765230
0.35000000,2.90706971
0.35100000,2.90648484
0.35200000,2.90589768
0.35300000,2.90530823
0.35400000,2.90471648
0.35500000,2.90412243
0.35600000,2.90352608
0.35700000,2.90292741
0.35800000,2.90232642
0.35900000,2.90172311
0.36000000,2.90111746
0.36100000,2.90050948
0.36200000,2.89989916
0.36300000,2.89928649
0.36400000,2.89867146
0.36500000,2.89805408
0.36600000,2.89743433
0.36700000,2.89681221
0.36800000,2.89618771
0.36900000,2.89556083
0.37000000,2.89493156
0.37100000,2.89429989
0.37200000,2.89366582
0.37300000,2.89302935
0.37400000,2.89239046
0.37500000,2.89174915
0.37600000,2.89110542
0.37700000,2.89045925
0.37800000,2.88981065
0.37900000,2.88915960
0.38000000,2.88850610
0.38100000,2.88785015
0.38200000,2.88719173
0.38300000,2.88653085
0.38400000,2.88586749
0.38500000,2.88520165
0.38600000,2.88453332
0.38700000,2.88386249
0.38800000,2.88318917
0.38900000,2.88251334
0.39000000,2.88183500
0.39100000,2.88115413
0.39200000,2.88047074
0.39300000,2.87978482
0.39400000,2.87909636
0.39500000,2.87840535
0.39600000,2.87771179
0.39700000,2.87701568
0.39800000,2.87631699
0.39900000,2.87561574
0.40000000,2.87491190
0.40100000,2.87420549
0.40200000,2.87349648
0.40300000,2.87278487
0.40400000,2.87207065
0.40500000,2.87135382
0.40600000,2.87063438
0.40700000,2.86991231
0.40800000,2.86918760
0.40900000,2.86846026
0.41000000,2.86773027
0.41100000,2.86699763
0.41200000,2.86626232
0.41300000,2.86552435
0.41400000,2.86478371
0.41500000,2.86404039
0.41600000,2.86329437
0.41700000,2.86254567
0.41800000,2.86179426
0.41900000,2.86104014
0.42000000,2.86028330
0.42100000,2.85952374
0.42200000,2.85876145
0.42300000,2.85799643
0.42400000,2.85722866
0.42500000,2.85645813
0.42600000,2.85568485
0.42700000,2.85490880
0.42800000,2.85412997
0.42900000,2.85334837
0.43000000,2.85256397
0.43100000,2.85177678
0.43200000,2.85098679
0.43300000,2.85019399
0.43400000,2.84939836
0.43500000,2.84859991
0.43600000,2.84779863
0.43700000,2.84699451
0.43800000,2.84618754
0.43900000,2.84537771
0.44000000,2.84456502
0.44100000,2.84374946
0.44200000,2.84293102
0.44300000,2.84210969
0.44400000,2.84128547
0.44500000,2.84045835
0.44600000,2.83962831
0.44700000,2.83879536
0.44800000,2.83795949
0.44900000,2.83712068
0.45000000,2.83627893
0.45100000,2.83543423
0.45200000,2.83458657
0.45300000,2.83373595
0.45400000,2.83288236
0.45500000,2.83202579
0.45600000,2.83116623
0.45700000,2.83030367
0.45800000,2.82943810
0.45900000,2.82856953
0.46000000,2.82769793
0.46100000,2.82682331
0.46200000,2.82594564
0.46300000,2.82506494
0.46400000,2.82418117
0.46500000,2.82329435
0.46600000,2.82240446
0.46700000,2.82151149
0.46800000,2.82061543
0.46900000,2.81971627
0.47000000,2.81881402
0.47100000,2.81790865
0.47200000,2.81700016
0.47300000,2.81608854
0.47400000,2.81517379
0.47500000,2.81425589
0.47600000,2.81333483
0.47700000,2.81241062
0.47800000,2.81148323
0.47900000,2.81055266
0.48000000,2.80961890
0.48100000,2.80868195
0.48200000,2.80774179
0.48300000,2.80679842
0.48400000,2.80585182
0.48500000,2.80490199
0.48600000,2.80394892
0.48700000,2.80299260
0.48800000,2.80203302
0.48900000,2.80107017
0.49000000,2.80010405
0.49100000,2.79913464
0.49200000,2.79816194
0.49300000,2.79718593
0.49400000,2.79620662
0.49500000,2.79522398
0.49600000,2.79423801
0.49700000,2.79324870
0.49800000,2.79225604
0.49900000,2.79126003
0.50000000,2.79026065
0.50100000,2.78925789
0.50200000,2.78825174
0.50300000,2.78724221
0.50400000,2.78622926
0.50500000,2.78521291
0.50600000,2.78419313
0.50700000,2.78316992
0.50800000,2.78214327
0.50900000,2.78111317
0.51000000,2.78007961
0.51100000,2.77904258
0.51200000,2.77800207
0.51300000,2.77695807
0.51400000,2.77591057
0.51500000,2.77485956
0.51600000,2.77380504
0.51700000,2.77274699
0.51800000,2.77168540
0.51900000,2.77062027
0.52000000,2.76955158
0.52100000,2.76847932
0.52200000,2.76740349
0.52300000,2.76632407
0.52400000,2.76524106
0.52500000,2.76415444
0.52600000,2.76306421
0.52700000,2.76197035
0.52800000,2.76087285
0.52900000,2.75977171
0.53000000,2.75866692
0.53100000,2.75755845
0.53200000,2.75644632
0.53300000,2.75533050
0.53400000,2.75421098
0.53500000,2.75308775
0.53600000,2.75196081
0.53700000,2.75083015
0.53800000,2.74969575
0.53900000,2.74855760
0.54000000,2.74741569
0.54100000,2.74627002
0.54200000,2.74512056
0.54300000,2.74396732
0.54400000,2.74281028
0.54500000,2.74164944
0.54600000,2.74048477
0.54700000,2.73931627
0.54800000,2.73814393
0.54900000,2.73696774
0.55000000,2.73578769
0.55100000,2.73460376
0.55200000,2.73341596
0.55300000,2.73222425
0.55400000,2.73102865
0.55500000,2.72982913
0.55600000,2.72862568
0.55700000,2.72741829
0.55800000,2.72620696
0.55900000,2.72499167
0.56000000,2.72377241
0.56100000,2.72254916
0.56200000,2.72132193
0.56300000,2.72009069
0.56400000,2.71885544
0.56500000,2.71761617
0.56600000,2.71637286
0.56700000,2.71512550
0.56800000,2.71387409
0.56900000,2.71261860
0.57000000,2.71135904
0.57100000,2.71009538
0.57200000,2.70882762
0.57300000,2.70755575
0.57400000,2.70627975
0.57500000,2.70499961
0.57600000,2.70371533
0.57700000,2.70242689
0.57800000,2.70113427
0.57900000,2.69983748
0.58000000,2.69853649
0.58100000,2.69723129
0.58200000,2.69592188
0.58300000,2.69460823
0.58400000,2.69329035
0.58500000,2.69196822
0.58600000,2.69064182
0.58700000,2.68931114
0.58800000,2.68797618
0.58900000,2.68663692
0.59000000,2.68529335
0.59100000,2.68394546
0.59200000,2.68259323
0.59300000,2.68123666
0.59400000,2.67987572
0.59500000,2.67851042
0.59600000,2.67714074
0.59700000,2.67576666
0.59800000,2.67438817
0.59900000,2.67300527
0.60000000,2.67161794
0.60100000,2.67022616
0.60200000,2.66882993
0.60300000,2.66742923
0.60400000,2.66602405
0.60500000,2.66461438
0.60600000,2.66320021
0.60700000,2.66178152
0.60800000,2.66035830
0.60900000,2.65893055
0.61000000,2.65749823
0.61100000,2.65606136
0.61200000,2.65461990
0.61300000,2.65317386
0.61400000,2.65172321
0.61500000,2.65026794
0.61600000,2.64880805
0.61700000,2.64734352
0.61800000,2.64587433
0.61900000,2.64440048
0.62000000,2.64292194
0.62100000,2.64143872
0.62200000,2.63995079
0.62300000,2.63845815
0.62400000,2.63696077
0.62500000,2.63545865
0.62600000,2.63395178
0.62700000,2.63244013
0.62800000,2.63092371
0.62900000,2.62940249
0.63000000,2.62787646
0.63100000,2.62634561
0.63200000,2.62480993
0.63300000,2.62326940
0.63400000,2.62172401
0.63500000,2.62017374
0.63600000,2.61861859
0.63700000,2.61705854
0.63800000,2.61549358
0.63900000,2.61392369
0.64000000,2.61234887
0.64100000,2.61076908
0.64200000,2.60918434
0.64300000,2.60759461
0.64400000,2.60599989
0.64500000,2.60440016
0.64600000,2.60279542
0.64700000,2.60118564
0.64800000,2.59957081
0.64900000,2.59795092
0.65000000,2.59632596
0.65100000,2.59469591
0.65200000,2.59306076
0.65300000,2.59142049
0.65400000,2.58977510
0.65500000,2.58812456
0.65600000,2.58646886
0.65700000,2.58480800
0.65800000,2.58314195
0.65900000,2.58147070
0.66000000,2.57979424
0.66100000,2.57811255
0.66200000,2.57642563
0.66300000,2.57473345
0.66400000,2.57303600
0.66500000,2.57133327
0.66600000,2.56962525
0.66700000,2.56791191
0.66800000,2.56619325
0.66900000,2.56446926
0.67000000,2.56273991
0.67100000,2.56100519
0.67200000,2.55926509
0.67300000,2.55751960
0.67400000,2.55576870
0.67500000,2.55401237
0.67600000,2.55225061
0.67700000,2.55048339
0.67800000,2.54871071
0.67900000,2.54693254
0.68000000,2.54514888
0.68100000,2.54335971
0.68200000,2.54156501
0.68300000,2.53976478
0.68400000,2.53795899
0.68500000,2.53614763
0.68600000,2.53433069
0.68700000,2.53250815
0.68800000,2.53068000
0.68900000,2.52884622
0.69000000,2.52700680
0.69100000,2.52516173
0.69200000,2.52331098
0.69300000,2.52145454
0.69400000,2.51959241
0.69500000,2.51772456
0.69600000,2.51585097
0.69700000,2.51397164
0.69800000,2.51208656
0.69900000,2.51019569
0.70000000,2.50829904
0.70100000,2.50639658
0.70200000,2.50448829
0.70300000,2.50257418
0.70400000,2.50065421
0.70500000,2.49872838
0.70600000,2.49679666
0.70700000,2.49485905
0.70800000,2.49291553
0.70900000,2.49096608
0.71000000,2.48901069
0.71100000,2.48704934
0.71200000,2.48508202
0.71300000,2.48310872
0.71400000,2.48112941
0.71500000,2.47914408
0.71600000,2.47715272
0.71700000,2.47515531
0.71800000,2.47315183
0.71900000,2.47114228
0.72000000,2.46912662
0.72100000,2.46710486
0.72200000,2.46507698
0.72300000,2.46304295
0.72400000,2.46100276
0.72500000,2.45895640
0.72600000,2.45690385
0.72700000,2.45484510
0.72800000,2.45278012
0.72900000,2.45070892
0.73000000,2.44863146
0.73100000,2.44654773
0.73200000,2.44445772
0.73300000,2.44236142
0.73400000,2.44025880
0.73500000,2.43814985
0.73600000,2.43603455
0.73700000,2.43391289
0.73800000,2.43178486
0.73900000,2.42965043
0.74000000,2.42750959
0.74100000,2.42536233
0.74200000,2.42320863
0.74300000,2.42104847
0.74400000,2.41888184
0.74500000,2.41670872
0.74600000,2.41452909
0.74700000,2.41234295
0.74800000,2.41015027
0.74900000,2.40795103
0.75000000,2.40574523
0.75100000,2.40353284
0.75200000,2.40131386
0.75300000,2.39908825
0.75400000,2.39685602
0.75500000,2.39461713
0.75600000,2.39237158
0.75700000,2.39011934
0.75800000,2.38786041
0.75900000,2.38559477
0.76000000,2.38332240
0.76100000,2.38104328
0.76200000,2.37875739
0.76300000,2.37646473
0.76400000,2.37416528
0.76500000,2.37185901
0.76600000,2.36954592
0.76700000,2.36722598
0.76800000,2.36489919
0.76900000,2.36256551
0.77000000,2.36022495
0.77100000,2.35787747
0.77200000,2.35552308
0.77300000,2.35316173
0.77400000,2.35079344
0.77500000,2.34841816
0.77600000,2.34603590
0.77700000,2.34364663
0.77800000,2.34125034
0.77900000,2.33884701
0.78000000,2.33643662
0.78100000,2.33401916
0.78200000,2.33159461
0.78300000,2.32916296
0.78400000,2.32672418
0.78500000,2.32427827
0.78600000,2.32182520
0.78700000,2.31936496
0.78800000,2.31689753
0.78900000,2.31442290
0.79000000,2.31194105
0.79100000,2.30945196
0.79200000,2.30695562
0.79300000,2.30445201
0.79400000,2.30194111
0.79500000,2.29942291
0.79600000,2.29689739
0.79700000,2.29436453
0.79800000,2.29182433
0.79900000,2.28927675
0.80000000,2.28672179
0.80100000,2.28415943
0.80200000,2.28158965
0.80300000,2.27901243
0.80400000,2.27642777
0.80500000,2.27383564
0.80600000,2.27123602
0.80700000,2.26862890
0.80800000,2.26601427
0.80900000,2.26339210
0.81000000,2.26076238
0.81100000,2.25812510
0.81200000,2.25548024
0.81300000,2.25282777
0.81400000,2.25016769
0.81500000,2.24749998
0.81600000,2.24482462
0.81700000,2.24214159
0.81800000,2.23945089
0.81900000,2.23675249
0.82000000,2.23404637
0.82100000,2.23133252
0.82200000,2.22861093
0.82300000,2.22588157
0.82400000,2.22314443
0.82500000,2.22039950
0.82600000,2.21764676
0.82700000,2.21488619
0.82800000,2.21211777
0.82900000,2.20934149
0.83000000,2.20655734
0.83100000,2.20376529
0.83200000,2.20096533
0.83300000,2.19815745
0.83400000,2.19534162
0.83500000,2.19251784
0.83600000,2.18968608
0.83700000,2.18684634
0.83800000,2.18399858
0.83900000,2.18114280
0.84000000,2.17827899
0.84100000,2.17540712
0.84200000,2.17252717
0.84300000,2.16963915
0.84400000,2.16674301
0.84500000,2.16383876
0.84600000,2.16092638
0.84700000,2.15800584
0.84800000,2.15507714
0.84900000,2.15214025
0.85000000,2.14919517
0.85100000,2.14624187
0.85200000,2.14328034
0.85300000,2.14031057
0.85400000,2.13733253
0.85500000,2.13434622
0.85600000,2.13135161
0.85700000,2.12834870
0.85800000,2.12533746
0.85900000,2.12231788
0.86000000,2.11928994
0.86100000,2.11625364
0.86200000,2.11320894
0.86300000,2.11015585
0.86400000,2.10709434
0.86500000,2.10402439
0.86600000,2.10094600
0.86700000,2.09785915
0.86800000,2.09476381
0.86900000,2.09165998
0.87000000,2.08854765
0.87100000,2.08542678
0.87200000,2.08229738
0.87300000,2.07915943
0.87400000,2.07601290
0.87500000,2.07285779
0.87600000,2.06969409
0.87700000,2.06652176
0.87800000,2.06334081
0.87900000,2.06015121
0.88000000,2.05695296
0.88100000,2.05374603
0.88200000,2.05053042
0.88300000,2.04730610
0.88400000,2.04407306
0.88500000,2.04083129
0.88600000,2.03758078
0.88700000,2.03432151
0.88800000,2.03105346
0.88900000,2.02777662
0.89000000,2.02449098
0.89100000,2.02119652
0.89200000,2.01789323
0.89300000,2.01458109
0.89400000,2.01126010
0.89500000,2.00793023
0.89600000,2.00459147
0.89700000,2.00124381
0.89800000,1.99788724
0.89900000,1.99452173
0.90000000,1.99114729
0.90100000,1.98776389
0.90200000,1.98437152
0.90300000,1.98097016
0.90400000,1.97755981
0.90500000,1.97414046
0.90600000,1.97071207
0.90700000,1.96727466
0.90800000,1.96382819
0.90900000,1.96037266
0.91000000,1.95690806
0.91100000,1.95343436
0.91200000,1.94995157
0.91300000,1.94645967
0.91400000,1.94295863
0.91500000,1.93944846
0.91600000,1.93592914
0.91700000,1.93240066
0.91800000,1.92886300
0.91900000,1.92531615
0.92000000,1.92176011
0.92100000,1.91819485
0.92200000,1.91462036
0.92300000,1.91103664
0.92400000,1.90744368
0.92500000,1.90384145
0.92600000,1.90022995
0.92700000,1.89660917
0.92800000,1.89297910
0.92900000,1.88933972
0.93000000,1.88569103
0.93100000,1.88203300
0.93200000,1.87836564
0.93300000,1.87468893
0.93400000,1.87100286
0.93500000,1.86730742
0.93600000,1.86360259
0.93700000,1.85988838
0.93800000,1.85616476
0.93900000,1.85243172
0.94000000,1.84868927
0.94100000,1.84493738
0.94200000,1.84117604
0.94300000,1.83740525
0.94400000,1.83362500
0.94500000,1.82983528
0.94600000,1.82603607
0.94700000,1.82222737
0.94800000,1.81840917
0.94900000,1.81458146
0.95000000,1.81074423
0.95100000,1.80689747
0.95200000,1.80304117
0.95300000,1.79917533
0.95400000,1.79529993
0.95500000,1.79141496
0.95600000,1.78752043
0.95700000,1.78361631
0.95800000,1.77970260
0.95900000,1.77577930
0.96000000,1.77184640
0.96100000,1.76790388
0.96200000,1.76395174
0.96300000,1.75998997
0.96400000,1.75601857
0.96500000,1.75203753
0.96600000,1.74804683
0.96700000,1.74404648
0.96800000,1.74003647
0.96900000,1.73601679
0.97000000,1.73198743
0.97100000,1.72794839
0.97200000,1.72389966
0.97300000,1.71984123
0.97400000,1.71577311
0.97500000,1.71169527
0.97600000,1.70760773
0.97700000,1.70351046
0.97800000,1.69940347
0.97900000,1.69528675
0.98000000,1.69116030
0.98100000,1.68702411
0.98200000,1.68287818
0.98300000,1.67872249
0.98400000,1.67455706
0.98500000,1.67038187
0.98600000,1.66619691
0.98700000,1.66200219
0.98800000,1.65779770
0.98900000,1.65358344
0.99000000,1.64935940
0.99100000,1.64512558
0.99200000,1.64088198
0.99300000,1.63662859
0.99400000,1.63236542
0.99500000,1.62809245
0.99600000,1.62380969
0.99700000,1.61951713
0.99800000,1.61521478
0.99900000,1.61090262
1.00000000,1.60658066
1.00100000,1.60224890
1.00200000,1.59790734
1.00300000,1.59355596
1.00400000,1.58919478
1.00500000,1.58482379
1.00600000,1.58044299
1.00700000,1.57605239
1.00800000,1.57165197
1.00900000,1.56724174
1.01000000,1.56282170
1.01100000,1.55839186
1.01200000,1.55395220
1.01300000,1.54950274
1.01400000,1.54504346
1.01500000,1.54057439
1.01600000,1.53609550
1.01700000,1.53160681
1.01800000,1.52710832
1.01900000,1.52260003
1.02000000,1.51808194
1.02100000,1.51355405
1.02200000,1.50901637
1.02300000,1.50446890
1.02400000,1.49991164
1.02500000,1.49534459
1.02600000,1.49076776
1.02700000,1.48618116
1.02800000,1.48158478
1.02900000,1.47697862
1.03000000,1.47236270
1.03100000,1.46773702
1.03200000,1.46310158
1.03300000,1.45845639
1.03400000,1.45380145
1.03500000,1.44913677
1.03600000,1.44446234
1.03700000,1.43977819
1.03800000,1.43508431
1.03900000,1.43038071
1.04000000,1.42566740
1.04100000,1.42094438
1.04200000,1.41621166
1.04300000,1.41146925
1.04400000,1.40671715
1.04500000,1.40195538
1.04600000,1.39718393
1.04700000,1.39240282
1.04800000,1.38761206
1.04900000,1.38281165
1.05000000,1.37800160
1.05100000,1.37318193
1.05200000,1.36835264
1.05300000,1.36351373
1.05400000,1.35866523
1.05500000,1.35380714
1.05600000,1.34893946
1.05700000,1.34406222
1.05800000,1.33917542
1.05900000,1.33427907
1.06000000,1.32937318
1.06100000,1.32445777
1.06200000,1.31953284
1.06300000,1.31459842
1.06400000,1.30965450
1.06500000,1.30470110
1.06600000,1.29973824
1.06700000,1.29476593
1.06800000,1.28978418
1.06900000,1.28479301
1.07000000,1.27979242
1.07100000,1.27478244
1.07200000,1.26976307
1.07300000,1.26473433
1.07400000,1.25969624
1.07500000,1.25464881
1.07600000,1.24959206
1.07700000,1.24452600
1.07800000,1.23945064
1.07900000,1.23436601
1.08000000,1.22927212
1.08100000,1.22416899
1.08200000,1.21905663
1.08300000,1.21393506
1.08400000,1.20880430
1.08500000,1.20366436
1.08600000,1.19851527
1.08700000,1.19335704
1.08800000,1.18818969
1.08900000,1.18301324
1.09000000,1.17782771
1.09100000,1.17263311
1.09200000,1.16742948
1.09300000,1.16221682
1.09400000,1.15699515
1.09500000,1.15176451
1.09600000,1.14652491
1.09700000,1.14127636
1.09800000,1.13601890
1.09900000,1.13075253
1.10000000,1.12547730
1.10100000,1.12019321
1.10200000,1.11490029
1.10300000,1.10959856
1.10400000,1.10428804
1.10500000,1.09896877
1.10600000,1.09364075
1.10700000,1.08830403
1.10800000,1.08295861
1.10900000,1.07760452
1.11000000,1.07224180
1.11100000,1.06687046
1.11200000,1.06149053
1.11300000,1.05610203
1.11400000,1.05070500
1.11500000,1.04529945
1.11600000,1.03988541
1.11700000,1.03446292
1.11800000,1.02903199
1.11900000,1.02359266
1.12000000,1.01814495
1.12100000,1.01268890
1.12200000,1.00722452
1.12300000,1.00175184
1.12400000,0.99627091
1.12500000,0.99078173
1.12600000,0.98528436
1.12700000,0.97977880
1.12800000,0.97426510
1.12900000,0.96874329
1.13000000,0.96321339
1.13100000,0.95767543
1.13200000,0.95212946
1.13300000,0.94657549
1.13400000,0.94101356
1.13500000,0.93544370
1.13600000,0.92986595
1.13700000,0.92428033
1.13800000,0.91868688
1.13900000,0.91308564
1.14000000,0.90747663
1.14100000,0.90185990
1.14200000,0.89623546
1.14300000,0.89060337
1.14400000,0.88496365
1.14500000,0.87931634
1.14600000,0.87366147
1.14700000,0.86799908
1.14800000,0.86232920
1.14900000,0.85665188
1.15000000,0.85096714
1.15100000,0.84527503
1.15200000,0.83957557
1.15300000,0.83386882
1.15400000,0.82815480
1.15500000,0.82243355
1.15600000,0.81670511
1.15700000,0.81096953
1.15800000,0.80522683
1.15900000,0.79947706
1.16000000,0.79372025
1.16100000,0.78795645
1.16200000,0.78218570
1.16300000,0.77640803
1.16400000,0.77062349
